shipment_id,date,origin,destination,distance_km,product_category,vehicle_type,packaging_quality,avg_speed_kmph,transit_duration_hr,ambient_temp_c,humidity_pct,effective_transit_temp_c,safe_temp_min_c,safe_temp_max_c,temp_excursion_hours,base_shelf_life_hr,remaining_shelf_life_hr,spoilage_risk
3117,2024-04-01,Indore,Bhopal,195,Seafood,Standard Truck,Standard,47.3,8.85,31.6,40,28.2,0,4,21.46,36,2.7,High
3118,2024-06-10,Ahmedabad,Mumbai,525,Seafood,Refrigerated Truck,Standard,39.9,16.35,32.8,60,14.4,0,4,17.04,36,0.0,High
3119,2024-01-09,Vijayawada,Chennai,440,Leafy Greens,Insulated Non-Refrigerated,Standard,46.6,11.04,19.3,55,14.3,1,4,11.33,96,61.2,Low
3120,2024-04-16,Jaipur,Delhi,280,Pharma (Vaccines),Refrigerated Truck,Standard,45.2,13.6,33.3,40,17.7,2,8,13.22,240,184.1,Low
3121,2024-10-27,Pune,Bengaluru,840,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,52.8,23.71,26.5,60,23.9,2,8,37.79,240,47.6,Medium
3122,2024-03-14,Ooty,Chennai,565,Milk & Dairy,Standard Truck,Premium (Insulated + Gel Packs),49.7,19.34,25.7,45,21.4,2,8,25.97,48,0.0,High
3123,2024-12-30,Jaipur,Delhi,280,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),46.4,10.06,19.3,55,13.9,10,15,0.0,168,173.7,Low
3124,2024-07-22,Guwahati,Kolkata,1000,Tomatoes & Produce,Refrigerated Truck,Standard,52.9,26.1,29.4,75,19.4,10,15,11.54,168,118.7,Low
3125,2024-02-09,Indore,Bhopal,195,Seafood,Refrigerated Truck,Premium (Insulated + Gel Packs),43.8,7.62,20.6,50,4.4,0,4,0.32,36,25.1,Low
3126,2024-06-02,Vijayawada,Chennai,440,Leafy Greens,Insulated Non-Refrigerated,Standard,50.3,12.04,34.3,60,24.1,1,4,24.21,96,9.0,High
3127,2024-03-24,Vijayawada,Chennai,440,Milk & Dairy,Insulated Non-Refrigerated,Basic,50.5,16.0,27.3,45,22.5,2,8,23.13,48,0.0,High
3128,2024-10-15,Coimbatore,Kochi,190,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),50.1,4.88,25.1,60,6.6,2,8,0.0,240,225.6,Low
3129,2024-05-03,Jaipur,Delhi,280,Frozen Goods,Standard Truck,Premium (Insulated + Gel Packs),49.4,11.79,37.3,35,28.3,-20,-12,47.55,720,635.9,Low
3130,2024-10-17,Jaipur,Delhi,280,Leafy Greens,Standard Truck,Basic,54.7,10.1,27.3,60,28.0,1,4,24.24,96,33.0,Medium
3131,2024-07-18,Pune,Bengaluru,840,Leafy Greens,Insulated Non-Refrigerated,Standard,49.8,24.34,30.5,75,21.1,1,4,41.71,96,4.3,High
3132,2024-12-12,Coimbatore,Kochi,190,Pharma (Vaccines),Refrigerated Truck,Basic,52.9,5.34,17.1,55,15.3,2,8,3.88,240,221.2,Low
3133,2024-10-03,Vijayawada,Chennai,440,Leafy Greens,Insulated Non-Refrigerated,Standard,39.1,17.54,29.6,79,23.2,1,4,33.69,96,17.6,Medium
3134,2024-06-18,Guwahati,Kolkata,1000,Seafood,Insulated Non-Refrigerated,Standard,47.8,25.86,32.4,60,22.4,0,4,47.48,36,1.4,High
3135,2024-07-15,Jaipur,Delhi,280,Bakery,Refrigerated Truck,Standard,49.4,9.81,31.3,75,22.8,10,20,2.75,48,32.0,Low
3136,2024-03-12,Vijayawada,Chennai,440,Tomatoes & Produce,Standard Truck,Standard,47.7,15.27,27.3,45,25.2,10,15,15.52,168,119.3,Low
3137,2024-12-18,Vijayawada,Chennai,440,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,42.8,12.57,19.3,55,17.2,2,8,11.61,240,185.8,Low
3138,2024-02-10,Guwahati,Kolkata,1000,Frozen Goods,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),48.4,22.01,20.4,50,5.5,-20,-12,38.45,720,638.5,Low
3139,2024-09-13,Kolkata,Patna,585,Bakery,Refrigerated Truck,Standard,44.3,18.92,29.8,70,22.1,10,20,4.04,48,22.7,Low
3140,2024-06-26,Guwahati,Kolkata,1000,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),50.5,26.23,32.4,60,14.7,10,15,0.0,168,151.6,Low
3141,2024-01-28,Ludhiana,Delhi,310,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),41.3,12.64,18.3,55,11.3,2,8,4.15,240,212.3,Low
3142,2024-02-20,Coimbatore,Kochi,190,Poultry & Meat,Standard Truck,Standard,43.1,6.57,20.1,50,17.2,0,4,8.7,72,43.0,Low
3143,2024-08-11,Guwahati,Kolkata,1000,Milk & Dairy,Insulated Non-Refrigerated,Standard,48.1,24.31,28.4,78,22.6,2,8,35.37,48,0.3,High
3144,2024-04-28,Nagpur,Hyderabad,500,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,40.0,14.97,33.1,40,27.8,2,8,29.58,240,170.1,Low
3145,2024-02-08,Ludhiana,Delhi,310,Leafy Greens,Standard Truck,Standard,52.1,7.64,21.3,50,18.5,1,4,11.08,96,64.2,Low
3146,2024-06-23,Ahmedabad,Mumbai,525,Bakery,Refrigerated Truck,Premium (Insulated + Gel Packs),44.9,14.79,29.9,83,19.1,10,20,0.0,48,28.6,Low
3147,2024-11-05,Guwahati,Kolkata,1000,Bakery,Refrigerated Truck,Standard,49.2,24.93,21.4,55,18.2,10,20,0.0,48,26.3,Low
3148,2024-11-10,Ludhiana,Delhi,310,Frozen Goods,Insulated Non-Refrigerated,Basic,48.7,12.84,22.3,55,15.2,-20,-12,34.9,720,708.5,Low
3149,2024-10-31,Ludhiana,Delhi,310,Pharma (Vaccines),Refrigerated Truck,Basic,40.5,11.07,26.3,60,20.5,2,8,13.81,240,199.6,Low
3150,2024-07-22,Pune,Bengaluru,840,Poultry & Meat,Refrigerated Truck,Standard,38.8,29.47,30.5,75,16.5,0,4,36.71,72,0.5,High
3151,2024-06-16,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Standard,53.7,9.93,33.3,60,27.0,10,20,6.95,48,39.1,Low
3152,2024-01-16,Pune,Bengaluru,840,Pharma (Vaccines),Standard Truck,Standard,39.0,29.24,24.9,47,23.7,2,8,45.9,240,49.0,Medium
3153,2024-11-20,Indore,Bhopal,195,Leafy Greens,Standard Truck,Standard,48.8,6.31,21.6,55,19.5,1,4,9.78,96,75.8,Low
3154,2024-05-19,Guwahati,Kolkata,1000,Milk & Dairy,Refrigerated Truck,Standard,46.6,27.56,35.4,35,17.9,2,8,27.16,48,0.0,High
3155,2024-08-18,Guwahati,Kolkata,1000,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,44.2,29.65,28.4,78,21.9,10,15,20.36,168,101.7,Low
3156,2024-09-08,Ahmedabad,Mumbai,525,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),42.0,18.34,27.8,70,9.9,2,8,3.52,48,26.1,Low
3157,2024-04-26,Nashik,Mumbai,180,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,42.4,7.4,32.8,38,28.3,10,15,9.87,168,146.7,Low
3158,2024-07-01,Nashik,Mumbai,180,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,51.2,8.02,31.9,75,23.0,2,8,12.02,240,180.1,Low
3159,2024-10-10,Nashik,Mumbai,180,Milk & Dairy,Standard Truck,Premium (Insulated + Gel Packs),44.6,11.76,26.6,79,21.9,2,8,16.29,48,2.0,High
3160,2024-07-11,Indore,Bhopal,195,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),48.4,8.3,29.6,75,14.5,0,4,8.76,72,39.2,Low
3161,2024-08-09,Pune,Bengaluru,840,Milk & Dairy,Insulated Non-Refrigerated,Standard,46.6,25.01,29.5,78,23.1,2,8,37.73,48,1.3,High
3162,2024-04-05,Indore,Bhopal,195,Seafood,Standard Truck,Basic,51.1,11.3,31.6,40,29.5,0,4,28.77,36,0.0,High
3163,2024-12-14,Kolkata,Patna,585,Bakery,Refrigerated Truck,Basic,40.5,18.99,19.8,55,17.6,10,20,0.0,48,27.9,Low
3164,2024-10-26,Indore,Bhopal,195,Seafood,Insulated Non-Refrigerated,Basic,54.0,6.85,25.6,60,21.5,0,4,11.97,36,0.0,High
3165,2024-12-04,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Standard,49.0,12.3,18.3,55,14.2,1,4,12.48,96,53.8,Low
3166,2024-07-13,Pune,Bengaluru,840,Milk & Dairy,Refrigerated Truck,Basic,49.3,22.59,24.8,79,20.9,2,8,29.1,48,1.3,High
3167,2024-02-13,Kolkata,Patna,585,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),44.4,19.5,19.4,78,7.4,2,8,0.0,48,30.0,Low
3168,2024-11-12,Jaipur,Delhi,280,Frozen Goods,Standard Truck,Basic,40.8,14.56,23.3,55,22.0,-20,-12,49.49,720,609.6,Low
3169,2024-05-31,Ahmedabad,Mumbai,525,Leafy Greens,Insulated Non-Refrigerated,Basic,40.0,18.36,35.8,35,29.0,1,4,45.9,96,4.8,High
3170,2024-05-06,Guwahati,Kolkata,1000,Frozen Goods,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),54.8,23.39,35.4,35,13.9,-20,-12,60.59,720,566.2,Low
3171,2024-12-31,Kolkata,Patna,585,Pharma (Vaccines),Refrigerated Truck,Standard,46.3,20.4,19.8,55,12.5,2,8,9.19,240,187.3,Low
3172,2024-02-07,Guwahati,Kolkata,1000,Seafood,Standard Truck,Basic,48.2,26.57,20.4,50,19.5,0,4,41.11,36,0.0,High
3173,2024-02-12,Jaipur,Delhi,280,Poultry & Meat,Insulated Non-Refrigerated,Standard,48.2,9.43,22.3,50,15.0,0,4,10.4,72,43.4,Low
3174,2024-05-17,Indore,Bhopal,195,Bakery,Standard Truck,Basic,45.7,10.71,35.6,35,32.5,10,20,13.34,48,27.4,Low
3175,2024-03-19,Jaipur,Delhi,280,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),54.6,7.82,22.8,38,12.8,1,4,6.88,96,66.2,Low
3176,2024-07-13,Jaipur,Delhi,280,Milk & Dairy,Refrigerated Truck,Standard,41.3,10.93,31.3,75,14.8,2,8,7.42,48,12.3,Medium
3177,2024-12-30,Pune,Bengaluru,840,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,49.3,18.48,18.5,55,14.2,2,8,11.41,240,192.5,Low
3178,2024-11-20,Nashik,Mumbai,180,Seafood,Refrigerated Truck,Standard,46.0,8.41,23.9,55,10.7,0,4,5.61,36,8.8,Medium
3179,2024-03-19,Ludhiana,Delhi,310,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,48.5,8.34,26.3,45,25.6,10,15,8.86,168,140.7,Low
3180,2024-07-18,Ahmedabad,Mumbai,525,Bakery,Refrigerated Truck,Standard,44.3,14.54,29.8,75,22.0,10,20,2.9,48,25.0,Low
3181,2024-06-11,Ahmedabad,Mumbai,525,Pharma (Vaccines),Standard Truck,Standard,45.4,15.59,32.8,60,29.6,2,8,33.74,240,81.6,Medium
3182,2024-07-03,Ludhiana,Delhi,310,Milk & Dairy,Insulated Non-Refrigerated,Basic,48.3,11.45,30.3,75,27.0,2,8,21.78,48,1.2,High
3183,2024-02-24,Nagpur,Hyderabad,500,Leafy Greens,Refrigerated Truck,Standard,47.1,14.84,26.8,42,13.0,1,4,13.34,96,57.5,Low
3184,2024-02-16,Guwahati,Kolkata,1000,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),53.0,20.9,20.4,50,19.4,2,8,23.93,240,103.8,Low
3185,2024-01-03,Ahmedabad,Mumbai,525,Tomatoes & Produce,Refrigerated Truck,Basic,46.8,18.45,17.8,55,15.1,10,15,0.19,168,138.0,Low
3186,2024-06-06,Ooty,Chennai,565,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),48.7,18.0,32.7,60,12.1,2,8,7.4,48,5.4,High
3187,2024-08-15,Jaipur,Delhi,280,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),39.5,10.96,30.3,78,15.3,0,4,12.39,72,5.6,High
3188,2024-07-03,Coimbatore,Kochi,190,Poultry & Meat,Insulated Non-Refrigerated,Standard,50.2,7.55,29.1,75,22.3,0,4,13.84,72,31.0,Low
3189,2024-05-18,Indore,Bhopal,195,Poultry & Meat,Insulated Non-Refrigerated,Standard,39.2,8.3,35.6,35,26.3,0,4,18.46,72,19.5,Medium
3190,2024-02-22,Guwahati,Kolkata,1000,Seafood,Insulated Non-Refrigerated,Standard,41.9,26.21,20.4,50,14.5,0,4,27.62,36,0.4,High
3191,2024-03-08,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Standard,38.8,17.13,25.7,45,16.2,0,4,20.94,36,0.2,High
3192,2024-02-14,Coimbatore,Kochi,190,Leafy Greens,Standard Truck,Standard,40.7,11.93,23.5,64,23.2,1,4,22.89,96,9.6,High
3193,2024-04-05,Vijayawada,Chennai,440,Frozen Goods,Refrigerated Truck,Premium (Insulated + Gel Packs),51.3,16.33,33.3,40,-3.7,-20,-12,13.49,720,736.6,Low
3194,2024-08-08,Guwahati,Kolkata,1000,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),45.9,25.86,27.8,83,7.9,2,8,0.0,48,38.4,Low
3195,2024-08-17,Nagpur,Hyderabad,500,Tomatoes & Produce,Standard Truck,Basic,44.2,19.28,26.3,87,25.7,10,15,20.69,168,130.2,Low
3196,2024-10-12,Ooty,Chennai,565,Bakery,Refrigerated Truck,Basic,51.3,16.53,25.7,60,23.1,10,20,5.05,48,24.7,Low
3197,2024-10-11,Nagpur,Hyderabad,500,Bakery,Insulated Non-Refrigerated,Standard,40.4,19.56,27.1,60,24.4,10,20,8.66,48,13.0,Medium
3198,2024-09-19,Ludhiana,Delhi,310,Seafood,Insulated Non-Refrigerated,Standard,40.5,10.95,28.3,70,23.0,0,4,20.82,36,0.0,High
3199,2024-07-27,Vijayawada,Chennai,440,Frozen Goods,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),40.7,16.72,31.3,75,9.5,-20,-12,35.96,720,632.8,Low
3200,2024-02-22,Guwahati,Kolkata,1000,Poultry & Meat,Refrigerated Truck,Basic,43.4,28.92,20.4,50,14.5,0,4,30.31,72,2.1,High
3201,2024-01-14,Nagpur,Hyderabad,500,Frozen Goods,Refrigerated Truck,Premium (Insulated + Gel Packs),50.2,15.63,19.1,55,-10.2,-20,-12,2.76,720,682.7,Low
3202,2024-02-15,Indore,Bhopal,195,Frozen Goods,Insulated Non-Refrigerated,Standard,44.2,10.97,20.6,50,8.9,-20,-12,22.93,720,692.1,Low
3203,2024-06-30,Coimbatore,Kochi,190,Leafy Greens,Refrigerated Truck,Basic,39.0,5.95,20.9,97,14.6,1,4,6.34,96,70.0,Low
3204,2024-10-10,Indore,Bhopal,195,Milk & Dairy,Insulated Non-Refrigerated,Standard,39.7,10.41,25.6,60,17.1,2,8,9.42,48,0.0,High
3205,2024-02-17,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Standard,52.2,8.14,21.3,50,19.5,10,20,0.0,48,34.9,Low
3206,2024-11-01,Pune,Bengaluru,840,Frozen Goods,Insulated Non-Refrigerated,Standard,51.2,21.66,22.5,55,12.9,-20,-12,53.96,720,635.9,Low
3207,2024-11-02,Nagpur,Hyderabad,500,Poultry & Meat,Insulated Non-Refrigerated,Standard,44.4,13.8,23.1,55,18.6,0,4,20.21,72,0.0,High
3208,2024-06-15,Vijayawada,Chennai,440,Poultry & Meat,Refrigerated Truck,Basic,54.3,14.23,34.3,60,22.2,0,4,25.85,72,0.0,High
3209,2024-07-16,Coimbatore,Kochi,190,Leafy Greens,Insulated Non-Refrigerated,Standard,54.6,9.57,29.1,75,20.8,1,4,16.08,96,45.6,Low
3210,2024-01-07,Guwahati,Kolkata,1000,Bakery,Refrigerated Truck,Standard,43.0,28.11,17.4,55,17.3,10,20,0.0,48,27.5,Low
3211,2024-05-29,Guwahati,Kolkata,1000,Seafood,Refrigerated Truck,Premium (Insulated + Gel Packs),52.1,26.04,35.4,35,8.8,0,4,12.44,36,0.0,High
3212,2024-07-30,Indore,Bhopal,195,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),52.1,8.17,29.6,75,9.4,2,8,1.14,48,32.3,Low
3213,2024-07-17,Pune,Bengaluru,840,Pharma (Vaccines),Refrigerated Truck,Basic,40.4,26.63,30.5,75,22.1,2,8,37.64,240,130.6,Low
3214,2024-02-13,Vijayawada,Chennai,440,Seafood,Refrigerated Truck,Standard,52.3,14.73,22.3,50,12.8,0,4,13.0,36,0.2,High
3215,2024-10-13,Guwahati,Kolkata,1000,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),41.3,31.84,25.4,60,20.4,10,15,17.31,168,137.1,Low
3216,2024-05-04,Coimbatore,Kochi,190,Tomatoes & Produce,Standard Truck,Standard,48.4,11.91,35.1,35,31.1,10,15,19.2,168,115.6,Low
3217,2024-10-19,Kolkata,Patna,585,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,41.7,18.58,27.8,60,24.5,10,15,17.56,168,121.6,Low
3218,2024-09-23,Nashik,Mumbai,180,Poultry & Meat,Standard Truck,Standard,48.5,5.35,29.9,70,25.6,0,4,11.53,72,43.9,Low
3219,2024-03-27,Kolkata,Patna,585,Leafy Greens,Refrigerated Truck,Premium (Insulated + Gel Packs),46.0,16.23,27.8,45,9.5,1,4,8.88,96,55.6,Low
3220,2024-12-16,Vijayawada,Chennai,440,Poultry & Meat,Insulated Non-Refrigerated,Basic,45.9,13.37,19.3,55,19.0,0,4,20.12,72,16.1,Medium
3221,2024-07-13,Pune,Bengaluru,840,Frozen Goods,Standard Truck,Standard,42.4,26.01,24.8,79,21.1,-20,-12,86.1,720,666.5,Low
3222,2024-03-27,Indore,Bhopal,195,Milk & Dairy,Refrigerated Truck,Standard,38.8,8.73,25.6,45,13.2,2,8,4.58,48,20.7,Low
3223,2024-03-12,Ooty,Chennai,565,Frozen Goods,Insulated Non-Refrigerated,Standard,54.4,14.6,25.7,45,13.9,-20,-12,37.77,720,669.5,Low
3224,2024-05-17,Ludhiana,Delhi,310,Poultry & Meat,Standard Truck,Standard,47.1,7.7,36.3,35,31.7,0,4,21.29,72,6.1,High
3225,2024-06-03,Vijayawada,Chennai,440,Bakery,Insulated Non-Refrigerated,Standard,53.7,14.78,34.3,60,28.5,10,20,12.56,48,29.7,Low
3226,2024-05-17,Nagpur,Hyderabad,500,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),46.5,17.98,37.1,35,22.8,2,8,26.69,240,175.2,Low
3227,2024-09-09,Ludhiana,Delhi,310,Seafood,Refrigerated Truck,Standard,53.6,9.5,28.3,70,11.6,0,4,7.23,36,5.3,High
3228,2024-03-15,Guwahati,Kolkata,1000,Poultry & Meat,Standard Truck,Standard,38.9,30.61,25.4,45,21.8,0,4,54.5,72,0.0,High
3229,2024-02-02,Ahmedabad,Mumbai,525,Poultry & Meat,Standard Truck,Standard,51.1,12.79,20.8,50,17.6,0,4,17.45,72,32.5,Low
3230,2024-03-26,Guwahati,Kolkata,1000,Milk & Dairy,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),38.3,28.8,25.4,45,17.4,2,8,27.01,48,0.0,High
3231,2024-08-10,Indore,Bhopal,195,Frozen Goods,Insulated Non-Refrigerated,Standard,53.0,10.19,24.9,89,10.8,-20,-12,23.28,720,704.1,Low
3232,2024-05-21,Indore,Bhopal,195,Seafood,Standard Truck,Standard,48.1,10.54,35.6,35,32.2,0,4,29.7,36,2.8,High
3233,2024-08-03,Kolkata,Patna,585,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),43.3,19.73,30.8,78,16.7,10,15,3.44,168,150.1,Low
3234,2024-06-02,Guwahati,Kolkata,1000,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,46.0,24.07,29.7,81,22.9,2,8,35.77,240,91.7,Medium
3235,2024-09-04,Ludhiana,Delhi,310,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,53.1,11.4,28.3,70,23.5,10,15,9.7,168,151.9,Low
3236,2024-02-09,Vijayawada,Chennai,440,Poultry & Meat,Insulated Non-Refrigerated,Basic,50.5,16.48,22.3,50,19.8,0,4,26.02,72,0.0,High
3237,2024-07-03,Jaipur,Delhi,280,Bakery,Insulated Non-Refrigerated,Standard,49.8,12.86,31.3,75,27.9,10,20,10.18,48,18.1,Medium
3238,2024-05-08,Indore,Bhopal,195,Frozen Goods,Standard Truck,Basic,42.3,11.34,35.6,35,30.5,-20,-12,48.17,720,664.2,Low
3239,2024-05-06,Kolkata,Patna,585,Frozen Goods,Standard Truck,Premium (Insulated + Gel Packs),42.3,15.33,29.7,63,20.4,-20,-12,49.73,720,639.1,Low
3240,2024-11-16,Indore,Bhopal,195,Leafy Greens,Standard Truck,Premium (Insulated + Gel Packs),41.8,6.41,21.6,55,17.7,1,4,8.8,96,62.3,Low
3241,2024-09-10,Nagpur,Hyderabad,500,Leafy Greens,Insulated Non-Refrigerated,Standard,49.5,15.42,29.1,70,22.1,1,4,27.94,96,5.0,High
3242,2024-10-31,Vijayawada,Chennai,440,Leafy Greens,Standard Truck,Standard,53.1,13.03,27.3,60,25.3,1,4,27.78,96,3.8,High
3243,2024-11-11,Indore,Bhopal,195,Seafood,Insulated Non-Refrigerated,Basic,47.2,11.47,21.6,55,18.6,0,4,16.7,36,0.3,High
3244,2024-04-10,Coimbatore,Kochi,190,Leafy Greens,Insulated Non-Refrigerated,Basic,49.0,10.97,31.1,40,28.0,1,4,26.31,96,18.2,Medium
3245,2024-08-22,Guwahati,Kolkata,1000,Poultry & Meat,Standard Truck,Standard,54.7,24.08,26.4,93,23.3,0,4,46.46,72,4.7,High
3246,2024-02-24,Kolkata,Patna,585,Leafy Greens,Standard Truck,Basic,40.7,22.2,22.8,50,21.0,1,4,37.68,96,0.0,High
3247,2024-03-10,Pune,Bengaluru,840,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,42.7,24.74,26.5,45,22.4,2,8,35.51,240,100.4,Low
3248,2024-06-04,Indore,Bhopal,195,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),39.6,8.99,32.6,60,26.9,2,8,16.96,240,190.5,Low
3249,2024-01-04,Nagpur,Hyderabad,500,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),53.1,16.78,19.1,55,10.8,0,4,11.37,36,0.0,High
3250,2024-07-21,Indore,Bhopal,195,Frozen Goods,Standard Truck,Basic,52.2,9.75,29.6,75,28.2,-20,-12,39.24,720,629.7,Low
3251,2024-06-19,Ooty,Chennai,565,Leafy Greens,Insulated Non-Refrigerated,Standard,54.0,12.12,32.7,60,23.2,1,4,23.3,96,71.4,Low
3252,2024-11-13,Coimbatore,Kochi,190,Leafy Greens,Refrigerated Truck,Basic,43.1,10.08,21.1,55,15.9,1,4,11.98,96,57.6,Low
3253,2024-07-13,Guwahati,Kolkata,1000,Milk & Dairy,Standard Truck,Premium (Insulated + Gel Packs),39.9,29.38,29.0,82,24.5,2,8,48.52,48,0.0,High
3254,2024-06-17,Guwahati,Kolkata,1000,Tomatoes & Produce,Standard Truck,Standard,38.2,30.22,32.4,60,31.0,10,15,48.37,168,58.4,Medium
3255,2024-08-13,Guwahati,Kolkata,1000,Milk & Dairy,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),46.7,24.15,28.4,78,20.8,2,8,30.91,48,0.0,High
3256,2024-06-20,Ahmedabad,Mumbai,525,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),44.0,18.62,32.8,60,22.6,2,8,27.19,240,135.2,Low
3257,2024-08-08,Kolkata,Patna,585,Leafy Greens,Insulated Non-Refrigerated,Standard,45.8,14.26,30.8,78,22.0,1,4,25.66,96,13.7,High
3258,2024-11-29,Vijayawada,Chennai,440,Milk & Dairy,Standard Truck,Standard,50.6,13.16,26.5,84,22.4,2,8,18.94,48,0.0,High
3259,2024-10-31,Vijayawada,Chennai,440,Milk & Dairy,Standard Truck,Standard,45.0,17.23,27.3,60,26.8,2,8,32.44,48,1.7,High
3260,2024-03-10,Pune,Bengaluru,840,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),50.3,24.04,26.5,45,19.3,10,15,10.29,168,124.8,Low
3261,2024-06-02,Vijayawada,Chennai,440,Leafy Greens,Refrigerated Truck,Premium (Insulated + Gel Packs),49.5,10.55,34.3,60,9.3,1,4,5.58,96,74.1,Low
3262,2024-06-13,Guwahati,Kolkata,1000,Leafy Greens,Refrigerated Truck,Basic,39.0,31.69,32.4,60,24.3,1,4,64.29,96,13.0,High
3263,2024-11-04,Indore,Bhopal,195,Tomatoes & Produce,Standard Truck,Basic,54.5,5.49,21.6,55,21.5,10,15,3.54,168,159.4,Low
3264,2024-12-21,Ludhiana,Delhi,310,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,45.3,13.54,18.3,55,16.2,10,15,1.67,168,145.4,Low
3265,2024-04-12,Ooty,Chennai,565,Seafood,Standard Truck,Premium (Insulated + Gel Packs),48.8,13.56,31.7,40,25.1,0,4,28.54,36,0.0,High
3266,2024-09-02,Nashik,Mumbai,180,Frozen Goods,Standard Truck,Basic,38.4,7.17,29.9,70,26.7,-20,-12,27.79,720,798.9,Low
3267,2024-06-09,Indore,Bhopal,195,Leafy Greens,Refrigerated Truck,Standard,46.5,6.93,31.8,54,17.3,1,4,9.24,96,64.3,Low
3268,2024-03-31,Nagpur,Hyderabad,500,Poultry & Meat,Refrigerated Truck,Standard,48.9,16.21,27.1,45,13.1,0,4,14.82,72,16.4,Medium
3269,2024-07-22,Ahmedabad,Mumbai,525,Leafy Greens,Standard Truck,Basic,40.1,16.71,29.8,75,29.6,1,4,42.82,96,0.0,High
3270,2024-06-12,Indore,Bhopal,195,Bakery,Refrigerated Truck,Basic,44.6,5.48,32.6,60,27.7,10,20,4.21,48,39.6,Low
3271,2024-05-29,Nagpur,Hyderabad,500,Bakery,Refrigerated Truck,Standard,52.4,10.95,37.1,35,24.2,10,20,4.65,48,37.5,Low
3272,2024-12-21,Indore,Bhopal,195,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),44.6,6.81,17.6,55,11.4,2,8,2.31,240,245.9,Low
3273,2024-11-20,Pune,Bengaluru,840,Milk & Dairy,Standard Truck,Standard,50.3,22.46,22.5,55,21.4,2,8,30.01,48,0.0,High
3274,2024-09-08,Indore,Bhopal,195,Frozen Goods,Standard Truck,Basic,38.2,8.12,27.6,70,24.8,-20,-12,29.86,720,684.2,Low
3275,2024-10-21,Ahmedabad,Mumbai,525,Leafy Greens,Insulated Non-Refrigerated,Basic,39.8,20.48,25.8,60,23.1,1,4,39.11,96,6.3,High
3276,2024-05-04,Coimbatore,Kochi,190,Seafood,Refrigerated Truck,Standard,41.5,9.91,35.1,35,15.8,0,4,11.74,36,1.3,High
3277,2024-06-15,Ahmedabad,Mumbai,525,Pharma (Vaccines),Refrigerated Truck,Standard,53.8,13.1,32.8,60,16.6,2,8,11.3,240,216.9,Low
3278,2024-07-11,Nagpur,Hyderabad,500,Frozen Goods,Refrigerated Truck,Basic,53.7,10.48,31.1,75,20.4,-20,-12,34.01,720,730.2,Low
3279,2024-05-23,Ooty,Chennai,565,Pharma (Vaccines),Refrigerated Truck,Standard,41.1,18.33,35.7,35,17.8,2,8,17.92,240,162.8,Low
